"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00217087","ROSEAU, MN US","1967-09","181","0","0","20","0","0.0","0.65","84","389","0.83","0.0","59.0","73.3","44.7"
"USC00217087","ROSEAU, MN US","1967-10","181","0","1","12","0","2.0","0.27","77","1089","1.11","2.0","41.6","53.0","30.3"
"USC00217087","ROSEAU, MN US","1967-11","181","8","1","-10","2","2.0","0.30","56","2231","0.70","3.3","25.6","33.9","17.4"
"USC00217087","ROSEAU, MN US","1967-12","181","31","3","-44","13","9.5","0.95","42","3915","1.76","16.3","10.7","19.6","1.8"
"USC00217087","ROSEAU, MN US","1968-01","0","31","2","-47","13","4.0","0.28","38","5909","0.62","7.0","0.6","12.0","-10.7"
"USC00217087","ROSEAU, MN US","1968-02","0","29","0","-30","9","0.0","0.00","32","7700","0.00","0.0","3.3","15.2","-8.7"
"USC00217087","ROSEAU, MN US","1968-03","0","26","3","-16","9","6.0","0.45","55","8924","1.25","8.3","25.5","37.4","13.6"
"USC00217087","ROSEAU, MN US","1968-04","0","2","1","12","2","3.5","0.44","77","9659","0.63","3.5","40.5","53.5","27.6"
"USC00217087","ROSEAU, MN US","1968-05","0","1","1","20","1","1.0","0.35","82","10102","1.45","1.0","50.7","63.8","37.6"
"USC00217087","ROSEAU, MN US","1968-06","13","0","0","40","0","0.0","1.58","89","10235","6.47","0.0","61.0","72.0","50.1"
"USC00217087","ROSEAU, MN US","1968-07","105","0","0","37","0","0.0","1.77","85","84","6.18","0.0","65.2","76.6","53.9"
"USC00217087","ROSEAU, MN US","1968-08","141","0","0","38","0","0.0","3.33","85","204","8.49","0.0","62.3","72.3","52.3"
"USC00217087","ROSEAU, MN US","1968-09","161","0","0","32","0","0.0","0.64","86","454","2.35","0.0","57.3","68.4","46.3"
"USC00217087","ROSEAU, MN US","1968-10","161","0","0","20","0","0.0","0.49","77","1100","1.26","0.0","44.2","55.5","32.9"
"USC00217087","ROSEAU, MN US","1968-11","161","4","1","1","3","3.0","0.50","50","2202","1.06","3.5","28.2","35.7","20.7"
"USC00217087","ROSEAU, MN US","1968-12","161","30","2","-28","3","1.0","0.11","37","3953","0.21","2.5","8.5","17.0","0.1"
"USC00217087","ROSEAU, MN US","1969-01","0","31","10","-38","27","5.0","0.74","28","6048","3.08","32.8","-2.6","7.4","-12.6"
"USC00217087","ROSEAU, MN US","1969-02","0","28","0","-31","26","0.7","0.10","41","7625","0.11","0.8","8.7","19.2","-1.8"
"USC00217087","ROSEAU, MN US","1969-03","0","21","0","-16","11","0.3","0.03","41","9133","0.05","0.5","16.4","30.1","2.6"
"USC00217087","ROSEAU, MN US","1969-04","0",,"0","3",,"0.0","0.70","70","9801","1.27","0.0","42.7","56.0","29.5"
"USC00217087","ROSEAU, MN US","1969-05","30","0","0","25","0","0.0","0.87","94","10204","3.31","0.0","53.0","66.6","39.4"
"USC00217087","ROSEAU, MN US","1969-06","33","0","0","30","0","0.0","0.93","77","10509","2.29","0.0","54.9","67.8","42.1"
"USC00217087","ROSEAU, MN US","1969-07","102","0","0","39","0","0.0","1.20","94","66","3.70","0.0","65.1","78.0","52.2"
"USC00217087","ROSEAU, MN US","1969-08","265","0","0","43","0","0.0","1.50","90","85","4.28","0.0","69.7","83.9","55.5"
"USC00217087","ROSEAU, MN US","1969-09","290","0","0","26","0","0.0","1.65","86","371","3.30","0.0","56.3","67.9","44.7"
"USC00217087","ROSEAU, MN US","1969-10","290","0","0","12","0","0.5","0.51","59","1216","1.92","0.5","37.7","45.9","29.6"
"USC00217087","ROSEAU, MN US","1969-11","290",,"1","-5",,"1.0","0.10","64","2315","0.30","2.0","28.4","37.6","19.1"
"USC00217087","ROSEAU, MN US","1969-12","290",,"5","-21",,"3.0","0.22","49","3897","0.73","10.0","14.0","23.0","5.0"
"USC00217087","ROSEAU, MN US","1970-01","0","0",,"-43","0",,"0.19","28","6011","0.70",,"-3.2","7.2","-13.6"
"USC00217087","ROSEAU, MN US","1970-02","0",,"2","-36",,"2.0","0.22","40","7717","0.41","3.8","4.1","17.5","-9.3"
"USC00217087","ROSEAU, MN US","1970-03","0",,"3","-21",,"8.0","1.04","42","9315","1.38","12.5","11.8","26.8","-3.2"
"USC00217087","ROSEAU, MN US","1970-04","0","14","2","-10","15","7.0","0.90","60","10231","2.57","10.5","34.5","42.8","26.1"
"USC00217087","ROSEAU, MN US","1970-05","4","0","0","21","0","0.0","2.52","82","10761","5.93","0.0","48.0","60.3","35.7"
"USC00217087","ROSEAU, MN US","1970-06","79","0","0","32","0","0.0","3.07","98","10853","4.07","0.0","64.4","79.5","49.4"
"USC00217087","ROSEAU, MN US","1970-07","222","0","0","41","0","0.0","1.28","92","27","3.56","0.0","68.8","83.1","54.5"
"USC00217087","ROSEAU, MN US","1970-08","305","0","0","35","0","0.0","0.32","95","122","0.83","0.0","64.6","81.0","48.2"
"USC00217087","ROSEAU, MN US","1970-09","338","0","0","27","0","0.0","1.87","90","438","2.77","0.0","55.6","69.1","42.1"
"USC00217087","ROSEAU, MN US","1970-10","343",,"1","17",,"3.0","0.60","88","1090","1.48","3.0","44.1","55.1","33.1"
"USC00217087","ROSEAU, MN US","1970-11","343",,,"-16",,,"0.61","49","2207","1.21",,"24.5","32.8","16.2"
"USC00217087","ROSEAU, MN US","1970-12","343","14","2","-36","6","3.0","0.11","35","4135","0.37","4.0","2.8","14.2","-8.5"
"USC00217087","ROSEAU, MN US","1971-01","0","30","3","-38","12","5.0","0.20","24","6353","0.54","9.6","-8.7","1.9","-19.4"
"USC00217087","ROSEAU, MN US","1971-02","0","27","2","-30","12","1.0","0.08","43","7936","0.13","2.0","8.5","19.6","-2.7"
"USC00217087","ROSEAU, MN US","1971-03","0","29","1","-15","5","1.0","0.08","45","9282","0.26","1.8","20.1","31.0","9.3"
"USC00217087","ROSEAU, MN US","1971-04","0","1","1","5","2","2.0","0.68","73","10002","1.50","2.0","41.0","52.5","29.5"
"USC00217087","ROSEAU, MN US","1971-05","0","0","0","24","0","0.0","0.65","83","10439","2.24","0.0","50.9","66.2","35.6"
"USC00217087","ROSEAU, MN US","1971-06","29","0","0","35","0","0.0","0.60","84","10516","2.98","0.0","63.4","75.5","51.3"
"USC00217087","ROSEAU, MN US","1971-07","53","0","0","34","0","0.0","0.70","81","123","3.58","0.0","61.8","74.4","49.2"
"USC00217087","ROSEAU, MN US","1971-08","136","0","0","31","0","0.0","0.50","91","208","0.69","0.0","65.0","79.6","50.3"
"USC00217087","ROSEAU, MN US","1971-09","179","0","0","20","0","0.0","0.90","87","525","3.33","0.0","55.9","69.6","42.2"
"USC00217087","ROSEAU, MN US","1971-10","179","0","0","15","0","0.0","0.93","68","1133","2.97","0.0","45.4","55.5","35.3"
"USC00217087","ROSEAU, MN US","1971-11","179","2","3","-5","3","2.0","0.09","44","2362","0.30","4.3","24.0","31.4","16.6"
"USC00217087","ROSEAU, MN US","1971-12","179","30","4","-25","9","2.0","0.20","33","4153","0.50","6.3","7.2","18.1","-3.7"
"USC00217087","ROSEAU, MN US","1972-01","0",,"2","-42",,"3.0","0.21","36","6334","0.68","7.3","-5.4","6.9","-17.6"
"USC00217087","ROSEAU, MN US","1972-02","0",,"2","-34",,"3.5","0.50","35","8220","0.76","6.0","0.0","12.7","-12.8"
"USC00217087","ROSEAU, MN US","1972-03","0","27","5","-36","24","3.0","0.30","52","9659","0.50","6.9","18.6","29.9","7.3"
"USC00217087","ROSEAU, MN US","1972-04","0","0","1","4","0","4.5","0.50","71","10484","0.70","4.9","37.5","48.5","26.5"
"USC00217087","ROSEAU, MN US","1972-05","47","0","0","22","0","0.0","0.44","89","10748","1.66","0.0","58.0","72.4","43.5"
"USC00217087","ROSEAU, MN US","1972-06","87","0","0","30","0","0.0","2.80","87","10866","5.03","0.0","62.4","76.7","48.1"
"USC00217087","ROSEAU, MN US","1972-07","123","0","0","35","0","0.0","0.50","90","100","1.93","0.0","62.9","76.2","49.7"
"USC00217087","ROSEAU, MN US","1972-08","241","0","0","34","0","0.0","0.70","94","177","1.53","0.0","66.3","81.2","51.4"
"USC00217087","ROSEAU, MN US","1972-09","247","0","0","24","0","0.0","1.80","78","559","4.22","0.0","52.4","65.6","39.3"
"USC00217087","ROSEAU, MN US","1972-10","247","0","1","11","0","6.5","0.60","75","1297","1.40","6.5","41.2","52.5","29.9"
"USC00217087","ROSEAU, MN US","1972-11","247","11","2","-8","2","1.5","0.15","43","2485","0.38","4.0","24.1","30.8","17.4"
"USC00217087","ROSEAU, MN US","1972-12","247","31","2","-27","7","3.5","0.20","28","4399","0.32","5.7","1.6","11.0","-7.8"
"USC00217087","ROSEAU, MN US","1973-01","0",,"2","-40",,"5.0","0.05","42","6008","0.09","7.0","7.6","19.3","-4.1"
"USC00217087","ROSEAU, MN US","1973-02","0","28","1","-35","7","2.0","0.12","38","7481","0.17","2.3","10.6","22.4","-1.2"
"USC00217087","ROSEAU, MN US","1973-03","0","10","2","13","4","3.0","0.30","58","8382","1.18","4.0","33.8","43.4","24.2"
"USC00217087","ROSEAU, MN US","1973-04","0","0","0","9","0","0.5","0.75","76","9159","0.91","1.2","39.1","52.5","25.6"
"USC00217087","ROSEAU, MN US","1973-05","0","0","0","19","0","0.0","0.85","78","9558","2.46","0.0","52.1","66.6","37.7"
"USC00217087","ROSEAU, MN US","1973-06","53","0","0","38","0","0.0","0.40","88","9674","2.21","0.0","62.9","76.5","49.3"
"USC00217087","ROSEAU, MN US","1973-07","123","0","0","37","0","0.0","1.34","88","56","4.04","0.0","65.4","78.9","52.0"
"USC00217087","ROSEAU, MN US","1973-08","245","0","0","39","0","0.0","0.63","91","78","2.09","0.0","68.3","81.3","55.4"
"USC00217087","ROSEAU, MN US","1973-10",,"0","0","23","0","0.0","0.45","73",,"1.19","0.0","48.6","59.5","37.8"
"USC00217087","ROSEAU, MN US","1973-11",,"12","4","-1","5","2.0","0.12","42",,"0.65","6.1","22.4","30.5","14.3"
"USC00217087","ROSEAU, MN US","1973-12",,"31","5","-33","11","3.5","0.20","35",,"0.75","10.5","8.0","16.1","-0.1"
"USC00217087","ROSEAU, MN US","1974-01","0","31","6","-42","17","5.0","0.27","31",,"0.88","14.5","-3.2","8.3","-14.6"
"USC00217087","ROSEAU, MN US","1974-02","0",,"4","-35",,"2.0","0.50","41",,"0.87","5.9","5.6","19.8","-8.5"
"USC00217087","ROSEAU, MN US","1974-03","0",,"2","-26",,"2.0","0.10","40",,"0.16","3.0","15.7","28.7","2.6"
"USC00217087","ROSEAU, MN US","1974-04","0",,"1","5",,"3.0","2.09","80",,"2.72","3.0","38.6","50.6","26.5"
"USC00217087","ROSEAU, MN US","1974-05","0","0","0","24","0","0.0","1.29","73",,"4.13","0.0","48.0","59.0","37.0"
"USC00217087","ROSEAU, MN US","1974-06","42","0","0","37","0","0.0","0.70","86",,"1.56","0.0","61.7","75.3","48.2"
"USC00217087","ROSEAU, MN US","1974-08",,"0","0","41","0","0.0","2.90","86",,"10.97","0.0","61.9","72.5","51.3"
"USC00217087","ROSEAU, MN US","1974-09",,"0","0","19","0","0.0","0.10","82",,"0.42","0.0","51.2","63.5","38.9"
"USC00217087","ROSEAU, MN US","1974-10",,"0","1","19","0","1.5","0.35","74",,"0.66","1.5","44.8","56.4","33.2"
"USC00217087","ROSEAU, MN US","1974-11",,,"1","1",,"1.5","0.15","55",,"0.15","1.5","28.6","36.2","20.9"
"USC00217087","ROSEAU, MN US","1974-12",,,,"-5",,,"0.50","39",,"1.40",,"18.0","25.7","10.3"
"USC00217087","ROSEAU, MN US","1975-01","0",,"6","-26",,"4.3",,"30",,,"14.5","6.7","16.7","-3.3"
"USC00217087","ROSEAU, MN US","1975-03",,,,"-25",,,,,,,,,,"-2.2"
"USC00217087","ROSEAU, MN US","1975-04",,,,"-18",,,"0.80","58",,"1.40",,"33.0","42.2","23.7"
"USC00217087","ROSEAU, MN US","1975-05",,"0","0","29","0","0.0","0.70","80",,"1.52","0.0","54.2","67.8","40.5"
"USC00217087","ROSEAU, MN US","1975-06",,"0","0","33","0","0.0","1.03","84",,"4.96","0.0","60.2","72.5","47.9"
"USC00217087","ROSEAU, MN US","1975-07",,"0","0","43","0","0.0","0.85","92","45","2.26","0.0","68.6","79.9","57.2"
"USC00217087","ROSEAU, MN US","1975-08",,"0","0","30","0","0.0","0.78","84","207","1.76","0.0","61.1","72.4","49.7"
"USC00217087","ROSEAU, MN US","1975-09",,"0","0","17","0","0.0","1.25","74","662","1.79","0.0","49.8","62.3","37.3"
"USC00217087","ROSEAU, MN US","1975-10",,"0","0","21","0","0.0","0.32","78","1279","1.49","0.0","45.1","55.8","34.4"
"USC00217087","ROSEAU, MN US","1975-11",,"0","0","-7","0","0.0","0.20","72","2360","0.20","0.0","28.9","38.8","19.1"
"USC00217087","ROSEAU, MN US","1975-12",,,"3","-31",,"3.0","0.30","42","4027","0.65","6.5","9.1","20.6","-2.4"
"USC00217087","ROSEAU, MN US","1976-01","0",,"5","-36",,"3.0","0.30","36","6011","1.13","11.3","1.0","12.1","-10.1"
"USC00217087","ROSEAU, MN US","1976-02","0",,,"-26",,,"0.20","44","7421","0.50",,"16.4","27.0","5.8"
"USC00217087","ROSEAU, MN US","1976-03","0",,"5","-24",,"3.0","0.30","49","8907","1.05","10.5","17.0","28.4","5.7"
"USC00217087","ROSEAU, MN US","1976-04","0","0","0","19","0","0.0","0.27","74","9574","0.77","0.0","42.8","55.9","29.7"
"USC00217087","ROSEAU, MN US","1976-05","1","0","0","15","0","0.0","0.43","85","9926","0.54","0.0","52.5","70.1","35.0"
"USC00217087","ROSEAU, MN US","1976-06","72","0","0","36","0","0.0","1.59","90","10023","5.82","0.0","64.1","77.3","51.0"
"USC00217087","ROSEAU, MN US","1976-07","129","0","0","39","0","0.0","0.45","86","64","1.52","0.0","64.7","79.4","50.1"
"USC00217087","ROSEAU, MN US","1976-08","227","0","0","34","0","0.0","1.40","95","140","3.72","0.0","65.8","80.3","51.2"
"USC00217087","ROSEAU, MN US","1976-09","253","0","0","20","0","0.0","0.28","93","440","0.34","0.0","54.4","69.9","38.9"
"USC00217087","ROSEAU, MN US","1976-10","253","0","0","1","0","0.0","0.07","81","1307","0.07","0.0","37.0","48.4","25.6"
"USC00217087","ROSEAU, MN US","1976-11","253","0","0","-23","0","0.0","0.00","58","2642","0.00","0.0","20.5","30.6","10.4"
"USC00217087","ROSEAU, MN US","1976-12","253",,,"-35",,,"0.20","35","4559","0.35",,"-1.1","9.5","-11.7"
"USC00217087","ROSEAU, MN US","1977-01","0",,"0","-39",,"0.6","0.06","26","6761","0.06","0.6","-6.1","3.5","-15.6"
"USC00217087","ROSEAU, MN US","1977-02","0",,,"-35",,,"0.05","40","8261","0.05",,"11.4","22.1","0.8"
"USC00217087","ROSEAU, MN US","1977-03","0",,,"-10",,,"0.35","56","9416","1.02",,"27.8","38.0","17.5"
"USC00217087","ROSEAU, MN US","1977-04","2",,,"14",,,"0.14","83","9983","0.27",,"46.1","61.6","30.7"
"USC00217087","ROSEAU, MN US","1977-05","84","0","0","23","0","0.0","0.67","91","10086","2.43","0.0","64.6","79.0","50.1"
"USC00217087","ROSEAU, MN US","1977-06","112","0","0","38","0","0.0","0.95","85","10198","3.71","0.0","62.2","74.3","50.1"
"USC00217087","ROSEAU, MN US","1977-07","201","0","0","40","0","0.0","0.41","94","30","2.28","0.0","67.2","80.6","53.8"
"USC00217087","ROSEAU, MN US","1977-08","205","0","0","28","0","0.0","0.33","84","240","1.74","0.0","58.0","71.4","44.7"
"USC00217087","ROSEAU, MN US","1977-09","205","0","0","33","0","0.0","1.40","77","560","3.83","0.0","54.4","63.3","45.4"
"USC00217087","ROSEAU, MN US","1977-10","205","0","0","18","0","0.0","0.36","69","1179","0.87","0.0","45.0","57.2","32.8"
"USC00217087","ROSEAU, MN US","1977-11","205",,,"-23",,,"1.07","56","2377","2.27",,"21.0","29.9","12.2"
"USC00217087","ROSEAU, MN US","1977-12","205",,,"-35",,,"0.12","35","4320","0.26",,"2.3","9.8","-5.2"
"USC00217087","ROSEAU, MN US","1978-01","0",,,"-32",,,,"27","6406",,,"-4.6","3.6","-12.8"
"USC00217087","ROSEAU, MN US","1978-02","0",,,"-33",,,,"26","8129",,,"1.1","13.5","-11.3"
"USC00217087","ROSEAU, MN US","1978-03","0",,,"-27",,,,"39","9551",,,"17.1","28.9","5.3"
"USC00217087","ROSEAU, MN US","1978-04","0",,"1","15",,"1.5","0.18","69","10357","1.00","1.5","38.1","48.3","28.0"
"USC00217087","ROSEAU, MN US","1978-05","31","0","0","24","0","0.0","0.65","87","10629","1.97","0.0","57.2","71.3","43.1"
"USC00217087","ROSEAU, MN US","1978-06","74","0","0","28","0","0.0","0.77","86","10787","1.93","0.0","61.1","74.9","47.2"
"USC00217087","ROSEAU, MN US","1978-07","149","0","0","41","0","0.0","1.10","88","64","6.25","0.0","65.3","77.0","53.7"
"USC00217087","ROSEAU, MN US","1978-08","244","0","0","33","0","0.0","1.36","91","151","3.24","0.0","65.2","77.6","53.0"
"USC00217087","ROSEAU, MN US","1978-09","310","0","0","29","0","0.0","1.08","93","397","3.44","0.0","58.5","69.5","47.6"
"USC00217087","ROSEAU, MN US","1978-10","310","0","0","15","0","0.0","0.22","71","1018","0.23","0.0","45.0","55.5","34.4"
"USC00217087","ROSEAU, MN US","1978-11","310",,,"-31",,,"0.60","67","2388","0.98",,"19.3","28.5","10.2"
"USC00217087","ROSEAU, MN US","1978-12","310",,,"-33",,,,"31","4347",,,"-0.3","10.9","-11.4"
"USC00217087","ROSEAU, MN US","1979-01","0",,,"-40",,,,"22","6603",,,"-10.3","-0.1","-20.6"
"USC00217087","ROSEAU, MN US","1979-02","0",,,"-37",,,,"30","8453",,,"-3.2","8.3","-14.7"
"USC00217087","ROSEAU, MN US","1979-03","0",,"1","-18",,"4.0","0.07","42","9877","0.07","4.0","19.1","29.0","9.1"
"USC00217087","ROSEAU, MN US","1979-04","0",,,"-17",,,"1.50","65","10858","2.77",,"32.3","41.9","22.7"
"USC00217087","ROSEAU, MN US","1979-05","2","0","0","25","0","0.0","0.58","81","11416","1.89","0.0","45.8","55.9","35.7"
"USC00217087","ROSEAU, MN US","1979-06","22","0","0","32","0","0.0","0.50","84","11631","1.91","0.0","58.5","72.2","44.8"
"USC00217087","ROSEAU, MN US","1979-07","81","0","0","42","0","0.0","1.54","85","49","3.70","0.0","65.3","77.4","53.3"
"USC00217087","ROSEAU, MN US","1979-08","82","0","0","29","0","0.0","0.79","79","270","1.59","0.0","57.9","70.9","44.9"
"USC00217087","ROSEAU, MN US","1979-09","90","0","0","29","0","0.0","0.20","88","586","0.45","0.0","54.2","68.2","40.2"
"USC00217087","ROSEAU, MN US","1979-10","90","0","0","10","0","0.0","1.12","69","1502","1.40","0.0","35.5","46.0","24.9"
"USC00217087","ROSEAU, MN US","1979-11","90",,,"-13",,,,"44","2813",,,"21.3","27.8","14.8"
"USC00217087","ROSEAU, MN US","1979-12","90",,,"-21",,,,"40","4328",,,"16.1","25.2","7.1"
"USC00217087","ROSEAU, MN US","1980-01","0",,,"-34",,,,"34","6323",,,"0.7","10.1","-8.7"
"USC00217087","ROSEAU, MN US","1980-02","0",,,"-31",,,,"25","8056",,,"5.2","15.0","-4.5"
"USC00217087","ROSEAU, MN US","1980-03","0",,,"-32",,,,"49","9686",,,"12.4","26.1","-1.3"
"USC00217087","ROSEAU, MN US","1980-04","4","0","0","18","0","0.0","0.00","91","10332","0.00","0.0","43.6","59.3","28.0"
"USC00217087","ROSEAU, MN US","1980-05","74","0","0","24","0","0.0","0.20","93","10618","0.24","0.0","58.0","74.8","41.2"
"USC00217087","ROSEAU, MN US","1980-06","110","0","0","30","0","0.0","0.94","93","10759","1.75","0.0","61.4","75.8","47.0"
"USC00217087","ROSEAU, MN US","1980-07","227","0","0","42","0","0.0","0.75","94","18","3.35","0.0","68.6","81.7","55.4"
"USC00217087","ROSEAU, MN US","1980-08","258","0","0","36","0","0.0","1.95","87","154","5.19","0.0","61.5","72.8","50.2"
"USC00217087","ROSEAU, MN US","1980-09","277","0","0","24","0","0.0","1.00","88","566","4.12","0.0","51.9","62.8","41.0"
"USC00217087","ROSEAU, MN US","1980-10","277","0","0","11","0","0.0","0.63","75","1395","1.66","0.0","38.2","47.9","28.6"
"USC00217087","ROSEAU, MN US","1980-11","277",,"2","-1",,"2.5","0.48","51","2545","0.94","4.5","26.7","34.2","19.1"
"USC00217087","ROSEAU, MN US","1980-12","277",,,"-28",,,,"31","4307",,,"4.3","13.8","-5.3"
"USC00217087","ROSEAU, MN US","1981-01","0",,,"-38",,,"0.25","40","6148","0.25",,"5.6","16.3","-5.1"
"USC00217087","ROSEAU, MN US","1981-02","0",,,"-39",,,,"41","7596",,,"13.3","22.8","3.8"
"USC00217087","ROSEAU, MN US","1981-03","0",,,"0",,,"0.55","55","8683","0.67",,"28.5","40.6","16.3"
"USC00217087","ROSEAU, MN US","1981-04","0",,,"8",,,"0.19","69","9393","0.56",,"40.3","53.3","27.3"
"USC00217087","ROSEAU, MN US","1981-05","2","0","0","11","0","0.0","1.54","82","9863","2.79","0.0","49.9","65.4","34.4"
"USC00217087","ROSEAU, MN US","1981-06","2","0","0","37","0","0.0","1.12","76","10103","6.85","0.0","56.7","67.5","46.0"
"USC00217087","ROSEAU, MN US","1981-07","45","0","0","33","0","0.0","1.12","87","111","2.63","0.0","62.8","75.1","50.5"
"USC00217087","ROSEAU, MN US","1981-08","104","0","0","40","0","0.0","1.03","87","165","2.41","0.0","65.2","78.0","52.3"
"USC00217087","ROSEAU, MN US","1981-09","107","0","0","22","0","0.0","1.70","80","517","3.63","0.0","53.3","65.8","40.9"
"USC00217087","ROSEAU, MN US","1981-10","107","0","0","12","0","0.0","0.72","65","1255","1.75","0.0","41.2","50.1","32.3"
"USC00217087","ROSEAU, MN US","1981-11","107",,"2","6",,"4.0","0.30","62","2205","0.35","5.5","33.3","41.8","24.9"
"USC00217087","ROSEAU, MN US","1981-12","107",,,"-27",,,,"32","3898",,,"8.5","16.3","0.8"
"USC00217087","ROSEAU, MN US","1982-01","0",,"6","-40",,"8.0","0.52","28","6209","1.30","23.5","-12.1","-0.8","-23.4"
"USC00217087","ROSEAU, MN US","1982-02","0",,"1","-37",,"1.5","0.25","36","7763","0.45","1.5","4.6","14.3","-5.0"
"USC00217087","ROSEAU, MN US","1982-03","0",,"1","-26",,"1.0","0.38","40","9162","0.74","1.3","16.8","27.3","6.2"
"USC00217087","ROSEAU, MN US","1982-04","0",,"0","-3",,"0.0","0.21","76","10027","0.24","0.0","36.2","48.6","23.8"
"USC00217087","ROSEAU, MN US","1982-05","9","0","0","20","0","0.0","0.38","80","10383","1.38","0.0","53.8","64.2","43.3"
"USC00217087","ROSEAU, MN US","1982-06","9","0","0","26","0","0.0","0.87","77","10723","2.00","0.0","53.0","65.7","40.3"
"USC00217087","ROSEAU, MN US","1982-07","43","0","0","37","0","0.0","2.00","89","56","5.53","0.0","64.3","77.5","51.0"
"USC00217087","ROSEAU, MN US","1982-08","64","0","0","28","0","0.0","1.35","81","256","2.71","0.0","59.3","71.9","46.7"
"USC00217087","ROSEAU, MN US","1982-09","91","0","0","25","0","0.0","0.96","86","622","1.92","0.0","53.7","65.2","42.1"
"USC00217087","ROSEAU, MN US","1982-10","91","0","0","21","0","0.0","0.78","63","1247","2.91","0.0","43.4","51.5","35.2"
"USC00217087","ROSEAU, MN US","1982-11","91",,"2","-14",,"2.0","0.20","54","2563","0.46","4.0","21.1","29.5","12.7"
"USC00217087","ROSEAU, MN US","1982-12","91",,"2","-16",,"2.0","0.27","49","3846","0.57","3.0","15.8","23.6","7.9"
