STATION,NAME,DATE,AWND,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1963-12,,522,24,2,-25,6,5,0.56,44,3166,0.96,9.4,8,16.7,-0.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-01,,0,31,1,-17,3,1,0.09,40,4704,0.29,3.1,15.4,25.6,5.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-02,,0,28,0,-12,2,0.6,0.04,46,6036,0.05,1.2,19.1,30.3,7.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-03,,0,21,4,-12,8,5,0.43,51,7470,1.16,12.7,18.7,30.6,6.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-04,,0,4,1,19,4,4,1.32,75,8118,2.56,4.3,43.4,53.5,33.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-05,,50,0,0,36,0,0,0.24,95,8333,0.58,0,59.7,72,47.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-06,,169,0,0,35,0,0,0.79,95,8438,3.77,0,65.5,77.3,53.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-07,,426,0,0,53,0,0,0.23,98,0,0.95,0,73.3,85.3,61.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-08,,541,0,0,39,0,0,3.2,98,100,7.53,0,65.5,76.2,54.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-09,,567,0,0,33,0,0,1.73,89,390,3.51,0,56.2,66.1,46.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-10,,567,1,1,17,2,1.7,0.15,75,968,0.19,1.7,46.4,57.3,35.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-11,,567,5,1,-18,3,2.3,0.23,65,2027,0.55,3.2,29.7,38.2,21.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1964-12,,567,31,3,-19,7,1.4,0.11,35,3771,0.48,6.1,8.7,16.8,0.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-01,,0,31,3,-29,8,4.9,0.14,33,5693,0.48,8.8,3,13.1,-7.1,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-02,,0,28,3,-28,10,3.4,0.22,40,7286,0.55,7.3,8.1,19.5,-3.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-03,,0,31,7,-16,23,10,0.8,36,8866,2.63,32.6,14,24.5,3.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-04,,0,10,0,27,19,0.5,0.83,83,9604,2.94,0.9,40.4,48.3,32.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-05,,0,0,0,31,0,0.2,1.29,80,9886,5.67,0.2,55.9,66,45.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-06,,37,0,0,46,0,0,0.85,85,9949,2.76,0,64.1,74.1,54.1,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-07,,171,0,0,46,0,0,1.71,92,19,5.48,0,68.7,78.5,58.9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-08,,299,0,0,39,0,0,1.27,97,80,2.15,0,67.2,78.1,56.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-09,,299,0,0,26,0,0,1.43,80,558,5.44,0,49.1,56.4,41.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-10,,299,0,0,25,0,0,0.49,72,1071,1.19,0,48.4,59.3,37.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-11,,299,3,0,-2,9,0.1,0.85,70,2174,1.41,0.1,28.2,37.6,18.9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1965-12,,299,31,1,-10,9,1.7,0.27,45,3500,0.74,2.2,22.2,29.7,14.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-01,,0,31,5,-31,9,4,0.23,32,5609,0.62,9.8,-3,6.6,-12.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-02,,0,28,1,-20,9,1,0.48,41,7137,1.07,2.2,10.4,19.9,0.9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-03,,0,14,4,-10,12,6,0.48,59,8192,1.42,12.4,31,39.7,22.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-04,,0,5,3,15,9,8.8,0.82,66,9049,1.99,12.6,36.4,45.1,27.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-05,,13,0,0,24,0,0.2,0.65,88,9475,1.42,0.2,51.7,63.5,39.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-06,,121,0,0,43,0,0,1.15,93,9546,3.41,0,66.3,76.9,55.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-07,,416,0,0,52,0,0,0.62,96,1,2.01,0,74.5,85.7,63.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-08,,523,0,0,48,0,0,2.07,87,79,4.76,0,65.9,75.6,56.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-09,,554,0,0,34,0,0,0.22,84,297,0.43,0,58.8,70.2,47.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-10,,554,0,0,22,0,0,2.49,80,900,3,0,45.6,56.4,34.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-11,,554,6,3,-5,4,1.4,0.32,50,2102,0.89,4.4,24.9,33.3,16.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1966-12,,554,21,3,-14,4,3.3,0.22,40,3690,0.56,8.1,13.8,22.8,4.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-01,,0,31,7,-33,18,10,0.8,35,5407,2.06,25.3,9.6,20.4,-1.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-02,,0,28,5,-27,22,2.6,0.17,40,7125,0.83,11.5,3.6,15.9,-8.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-03,,0,28,1,-23,18,2.6,0.19,71,8369,0.21,2.8,24.9,34.6,15.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-04,,0,0,0,15,0,0.4,0.63,70,9108,3.31,0.4,40.4,50,30.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-05,,2,0,0,18,0,0.1,0.42,78,9587,0.89,0.1,49.6,61.1,38.1,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-06,,43,0,0,44,0,0,2.13,85,9681,6.67,0,63.2,73.2,53.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-07,,209,0,0,42,0,0,0.74,93,47,1.01,0,68.9,80.4,57.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-08,,297,0,0,42,0,0,1.29,89,104,1.91,0,66,78.3,53.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-09,,311,0,0,31,0,0,0.31,85,307,0.89,0,58.7,69.9,47.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-10,,314,1,0,14,1,0.4,0.82,82,957,1.1,1,44.1,54,34.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-11,,314,0,0,0,0,0.2,0.04,58,2032,0.12,0.7,29.2,37.3,21,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1967-12,,314,14,1,-28,2,1,0.5,45,3538,1.17,1.9,16.4,24.4,8.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-01,,0,31,3,-31,7,2.1,0.16,39,5269,0.59,6.9,9.2,18.7,-0.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-02,,0,29,0,-20,4,0.9,0.09,38,6860,0.15,1.5,10.1,20.8,-0.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-03,,0,6,0,4,4,0,0.59,75,7745,0.71,0,35.5,47.6,23.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-04,,1,4,3,11,7,5,1.34,84,8370,4.85,9.3,44.2,55.4,33.1,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-05,,3,0,0,28,0,0,1.16,80,8787,2.48,0,51.6,61.8,41.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-06,,95,0,0,38,0,0,0.68,94,8870,3.17,0,65.3,75.3,55.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-07,,256,0,0,46,0,0,0.81,94,25,2.05,0,69.4,80.4,58.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-08,,411,0,0,42,0,0,0.69,99,77,2.57,0,68.3,79.6,57,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-09,,430,0,0,35,0,0,0.83,84,276,1.89,0,59,69.3,48.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-10,,437,0,0,25,0,0,1.41,78,833,4.12,0,47.2,56.9,37.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-11,,437,7,1,12,2,1.3,0.13,54,1855,0.42,2.9,30.9,37.7,24.1,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1968-12,,437,30,7,-28,16,6.1,0.69,38,3541,2.59,23.1,10.6,18,3.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-01,,0,31,9,-23,36,4.4,0.44,33,5502,2.54,22.9,1.7,11.5,-8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-02,,0,28,2,-23,37,1.7,0.17,39,6916,0.6,5.1,14.5,22.8,6.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-03,,0,31,2,-12,29,1.1,0.12,47,8362,0.37,3.5,18.4,29.8,6.9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-04,,0,8,1,20,13,1.2,1.08,69,8968,2.93,1.2,44.8,54.8,34.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-05,,43,0,0,32,0,0,0.84,96,9263,3.37,0,56.8,67.7,46,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-06,,60,0,0,36,0,0,0.42,82,9478,1.74,0,58.4,68.3,48.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-07,,247,0,0,43,0,0,1.12,94,26,3.13,0,70.2,80.8,59.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-08,,479,0,0,48,0,0,0.08,94,27,0.18,0,72.4,85.2,59.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-09,,522,0,0,38,0,0,1.52,88,218,2.69,0,60.1,70.5,49.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-10,,522,2,0,20,1,0.9,2.3,76,928,3.73,0.9,42.1,49.7,34.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-11,,522,9,2,2,4,2.5,0.25,63,1960,0.7,5.4,30.6,38.4,22.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1969-12,,522,26,4,-11,12,2.8,0.28,46,3465,1.17,11.9,16.5,24.3,8.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-01,,0,31,0,-32,13,0.3,0.16,34,5445,0.35,2,1.1,10.7,-8.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-02,,0,28,1,-26,12,1.3,0.13,43,6954,0.31,3,11.1,23.5,-1.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-03,,0,31,4,-2,8,3.3,0.37,40,8342,1.21,9.4,20.2,29.9,10.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-04,,0,12,2,5,7,7,1.86,79,9092,4.82,11.6,40,49.2,30.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-05,,14,0,0,25,0,0,0.39,86,9461,1.85,0,53.5,64.3,42.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-06,,164,0,0,44,0,0,1.15,92,9506,3.35,0,68.5,78.8,58.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-07,,444,0,0,51,0,0,0.61,96,8,1.23,0,73.7,86,61.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-08,,623,0,0,45,0,0,0.18,95,17,0.36,0,70.5,82,59,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-09,,691,0,0,34,0,0,0.32,89,251,0.85,0,59.5,70.8,48.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-10,,692,2,2,25,2,2.2,1.23,84,843,4.74,4.7,45.9,54.9,36.9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-11,,692,17,6,-3,6,4,1.01,51,1978,3.18,12.6,27.2,33.6,20.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1970-12,,692,19,0,-14,2,0.9,0.09,40,3621,0.37,3.2,12,20.7,3.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-01,,0,31,3,-27,16,2.7,0.27,28,5626,1.11,11.9,0.3,9.7,-9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-02,,0,28,6,-26,26,5.3,0.64,44,7088,2.17,17.2,12.8,21.4,4.1,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-03,,0,30,1,-3,26,1.8,0.2,55,8314,0.58,3,25.5,33.5,17.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-04,,0,1,1,13,1,3.1,0.79,75,8950,1.17,3.9,43.8,55.3,32.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-05,,1,0,0,31,0,0,1.25,86,9307,3.02,0,53.5,65.5,41.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-06,,143,0,0,43,0,0,2.03,93,9336,5.5,0,68.8,78.7,58.9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-07,,226,0,0,44,0,0,2.1,90,43,4.78,0,66.3,76.9,55.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-08,,355,0,0,45,0,0,1.61,97,78,3.73,0,68.1,80,56.1,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-09,,407,0,0,35,0,0,1.54,90,301,3.1,0,59.3,69,49.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-10,,407,1,1,25,1,2.3,2.09,71,822,7.77,2.4,48.2,56.6,39.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-11,,407,12,2,9,4,2.5,0.74,55,1886,1.98,7.6,29.5,36.5,22.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1971-12,,407,31,2,-14,8,1.9,0.19,35,3501,0.57,5.6,12.9,21.1,4.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-01,,0,31,4,-33,19,6,0.6,36,5454,1.21,14.1,2,12,-8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-02,,0,29,2,-25,23,3.7,0.35,35,7170,0.72,7.6,5.8,16.4,-4.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-03,,0,24,4,-20,31,8.9,0.89,49,8460,2.15,13.3,23.4,32.5,14.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-04,,0,8,2,15,2,1.7,0.99,72,9224,2.35,4.4,39.6,47.9,31.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-05,,52,0,0,36,0,0,1.32,89,9465,5.89,0,58.9,68.2,49.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-06,,159,0,0,42,0,0,1.88,89,9537,2.89,0,66.1,77.8,54.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-07,,292,0,0,46,0,0,2.43,90,24,7.95,0,68.5,78.5,58.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-08,,483,0,0,48,0,0,0.87,95,86,2.51,0,69.2,78.7,59.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-09,,497,0,0,30,0,0,0.2,87,341,0.43,0,56.9,68.4,45.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-10,,497,1,1,13,1,2.3,0.6,77,1026,1.78,2.4,42.9,52.4,33.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-11,,497,0,0,-2,0,0.5,1.11,53,2122,1.22,0.6,28.5,34,23,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1972-12,,497,31,5,-24,9,3,0.49,37,3929,1.65,12.3,6.7,15.5,-2.1,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-01,,0,31,1,-22,11,1.9,0.19,52,5511,0.2,2,14,23.1,4.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-02,,0,26,1,-21,7,4.1,0.4,43,6835,0.44,4.5,17.7,26.4,9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-03,,0,10,0,18,3,0.4,0.55,57,7722,1.31,0.8,36.4,44.1,28.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-04,,0,0,0,18,0,0,0.47,75,8377,1.19,0,43.2,53.6,32.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-05,,3,0,0,32,0,0,1.75,80,8683,2.93,0,55.2,66.1,44.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-06,,110,0,0,47,0,0,0.61,95,8724,1.68,0,67.2,78.7,55.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-07,,280,0,0,53,0,0,0.94,91,3,2.87,0,70.4,80.9,59.9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-08,,485,0,0,52,0,0,1.6,93,13,4.22,0,71.3,80.5,62.1,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-09,,513,0,0,33,0,0,0.52,83,265,1.69,0,57.5,67.2,47.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-10,,515,0,0,28,0,0,1.17,74,661,1.86,0,52.2,62.1,42.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-11,,515,0,1,7,0,1,0.63,61,1694,1.62,1.7,30.6,38.1,23,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1973-12,,515,19,3,-26,8,1.5,0.15,38,3319,0.69,7,12.6,19.8,5.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-01,,0,31,2,-31,8,1,0.06,46,5125,0.1,2.3,6.7,17.4,-4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-02,,0,26,5,-25,11,1.6,0.16,45,6568,0.88,8.8,13.5,25.5,1.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-03,,0,25,2,-14,5,3,0.89,48,7867,1.42,7.1,23.1,31.6,14.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-04,,0,4,0,20,3,0.1,0.56,80,8516,1.68,0.1,43.4,53.5,33.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-05,,7,0,0,25,0,0,0.59,85,8954,3.2,0,51.1,60.3,41.9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-06,,87,0,0,44,0,0,1.58,91,9028,3.49,0,65.2,76.8,53.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-07,,394,0,0,53,0,0,0.74,98,1,2.01,0,74.9,86.4,63.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-08,,479,0,0,41,0,0,0.89,88,67,2.64,0,65.6,75.9,55.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-09,,483,0,0,24,0,0,1.34,87,392,2.23,0,54.3,66.2,42.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-10,,483,0,0,24,0,0.1,1.58,77,916,2.62,0.1,48.1,59.3,36.9,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-11,,483,2,0,10,1,0.4,0.61,56,1934,0.72,0.9,31.1,38,24.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1974-12,,483,20,2,0,4,1.1,0.11,45,3276,0.3,3,21.7,28.9,14.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-01,,0,31,9,-19,30,12.2,1.17,37,4931,4.17,41.6,11.6,21.6,1.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-02,,0,28,2,-22,26,2.1,0.21,35,6440,0.76,7.8,11.1,19.6,2.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-03,,0,31,5,-11,24,5.5,0.55,49,7873,2.13,21.3,18.8,28.2,9.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-04,,0,18,2,-2,24,1.8,0.39,58,8766,2.46,3.1,35.2,41,29.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-05,,27,0,0,33,0,0,0.49,89,8986,2.24,0,58.8,70.4,47.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-06,,117,0,0,43,0,0,1.31,88,9062,7.98,0,65.5,75.2,55.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-07,,432,0,0,49,0,0,0.58,97,9,1.05,0,74.9,86.1,63.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-08,,556,0,0,49,0,0,1.86,91,33,4.59,0,68.3,78.3,58.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-09,,562,0,0,36,0,0,0.74,86,330,2.37,0,55.3,64.8,45.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-10,,562,0,0,24,0,0,0.69,83,837,1.2,0,48.6,59.1,38.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-11,,562,15,3,2,9,5.9,1.02,71,1799,2.31,12.3,32.9,41.4,24.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1975-12,,562,31,0,-15,6,0.2,0.02,37,3329,0.11,0.9,15.6,23.6,7.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-01,,0,31,3,-30,13,3.8,0.38,37,5124,1.01,10.2,7.1,17.4,-3.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-02,,0,28,1,-17,12,2.5,0.25,56,6365,0.67,4.3,22.2,31.7,12.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-03,,0,25,4,-5,14,4.8,0.48,63,7589,1.52,14.3,25.5,35.7,15.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-04,,0,0,1,24,0,2.3,0.31,82,8077,0.96,2.3,48.8,61.1,36.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-05,,4,0,0,25,0,0,0.25,83,8340,0.27,0,56.6,69,44.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-06,,163,0,0,46,0,0,1.11,92,8375,3.74,0,69.1,81,57.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-07,,411,0,0,50,0,0,0.85,101,3,1.67,0,72.9,85,60.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-08,,652,0,0,46,0,0,0.24,101,18,0.46,0,72.3,84.1,60.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-09,,705,0,0,33,0,0,0.31,95,217,0.65,0,60.2,73.7,46.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-10,,708,0,0,13,0,0.1,0.02,81,958,0.02,0.1,41.2,51.8,30.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-11,,708,0,1,-12,0,1.1,0.11,58,2213,0.17,1.7,23.2,32,14.4,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1976-12,,708,17,0,-26,2,0.7,0.07,44,3970,0.3,3,8.3,18.9,-2.3,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-01,,0,31,3,-38,8,2.5,0.25,28,6088,0.74,8.9,-3.3,6.2,-12.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-02,,0,28,2,-15,9,3.6,0.57,47,7392,1.04,7,18.4,27.6,9.2,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-03,,0,11,2,0,16,5.8,0.65,63,8384,3.03,8.9,33,41.5,24.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-04,,6,1,0,16,1,0.8,0.57,85,8825,2.55,1.2,50.5,61.5,39.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-05,,96,0,0,36,0,0,0.6,88,8904,4.78,0,65.4,76.1,54.6,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-06,,178,0,0,48,0,0,0.75,87,8937,2.87,0,66.6,76.4,56.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-07,,417,0,0,51,0,0,1.06,99,6,3.42,0,72.5,82.9,62.1,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-08,,453,0,0,48,0,0,1.51,84,66,3.8,0,64.3,73.8,54.7,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-09,,460,0,0,43,0,0,1.02,86,274,4.6,0,58.3,65.8,50.8,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-10,,460,0,0,30,0,0,1.55,72,833,2.82,0,47,56.5,37.5,,,,,
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1977-11,,460,20,4,-13,7,3.9,1.6,58,1972,4.07,10,27,34.2,19.9,,,,,
